COMMENT_ID,TEXT,IS_TOXIC
vVxvbYeJ,I think i will back in 2030 ❤,1
3P0lvGFO,2:26,1
nI8tQw2q,Google Gemini said this is the best video and it is so relaxing😊😊😊,1
4KecwcIi,"He didn't respond to the question about JFK lying, Jake, and you didn't call him on it.  What the hell is CNN doing???",0
FqwTFrMX,Period!!!!!!!;!,0
r5OgmXG3,The silence 🤐 was crystal clear!!!!😮😂😂,0
UmJrERAd,Hi,1
JFWr7Tgq,Bản nhạc thật tuyệt vời,1
wfxfZQ7k,"He should apologize to America for choosing party of people.  Decertifying nursing, blaming vaccines for autism.... This is on your hands Sen. Cassidy!!!!",0
8A79CKcT,This is the same government that told us psychedelics will put you in a mental institution. Why should we ever believe anything that comes from it 💯😂,0
rvOfIqez,Yea i'm here,1
oL1utFQQ,Co ja teraz myślę że dalsze życie to już nie ma sensu brak wiary lęk i brak już siły nie zrozumie mnie nikt za dużo kosztowało mnie życie ŻYCIE NA SIŁĘ MOŻE PORA JUŻ ODEJŚĆ ODPOCZĄĆ,1
0xz7NKVp,sorry Cassidy but you showed yourself to be a simp by believing kennedy...,0
T3kiZ6sT,Cassidy betrays his medical profession and the voters electing him. He knows full well RFK Jr is a nut job but stands by watching RFK Jr knifing the CDC and spreading those crazy vaccine lies.,0
RuMgaFWB,"Dear you, who reading this be easy with yourself take it  one step at time, even if is tiny! Step...  Eventually, the bucket will be filled.😘",1
UK93XMDb,So he wont do anything... Thanks Bill.,0
5m32U9R2,Asking an invertebrate if he has a spine is pointless.,0
lhsxyFNE,Low IQ USA,0
KFrlXq05,COMPLETE METHANE,0
sJJtSei1,Informed consent is an inalienable human right. Cassidy is a drug pusher working for big pharma.,0
iEpNg1CY,👇2026 hier,1
Z0T7ss6f,"...and here's the Bill (Bill the Coelenterate, Invertebrate Bill Cassidy) for RFK, jr.'s  unscientific antivax dilletantism and DJT's casual policy anarchy.
And One More Blahblahblahblahblahmahamaga
Doubleplusgood duckspeaking R!",0
t2SoJvYe,"I liked the late Jack Cassidy, I really admired that man, wanted to be an actor like him. He died in a fire. When I heard how he died, I was very sorry. But let's be clear, I am not talking about the Sen. Cassidy.",0
Z08yK7VK,"Tell the truth, how about that?",0
grjqps1Y,"Perfect for a long day work, lovely healing for sleep thank you so much i gonna love this",1
yyS3Kvhx,"💕 https://youtu.be/CaSCapHZhc0?si=aPwnCS6zGeCoZo-N

https://youtu.be/fafMA80MpLc?si=fOtcwSoLMh-pU1Ok

https://youtu.be/b6-VJvaE9-4?si=Pk72TltorRD6oDq9

https://youtu.be/TzuxKmFk9L0?si=HgR0icw1QH0uG-64",0
0fZwKQkg,"Get him out,after reading the information of the man  making poems about.?.....?",0
r7Gz4WUg,Anyone here November 13th 2025?,1
KjLr8rut,​ @honestshawty  Your caring comment to Barbara really touched my heart.May every day of your life be filled with love light and happiness.❤️🙏,1
iHIDvSDH,hi!,1
6H650B49,Thank you! I’ll go back to my desk and study again and again.. 😭 from Korea,1
4Hn4OAqg,❤,1
birj7UDc,Democrats are pure bigotry and treason.,0
ZtjL1mF6,"Would help your credibility senator, if you just owned your mistake and apologized",0
Pk7cl6JJ,After my surgery I'm listening to this and I feel like I'm in heaven. 😶‍🌫️,1
S1kQl4kl,Dont give up friend.,1
oCnXlS9I,Bill Cassidy is weak-kneed and out-of-step with what real people on the ground deal with.  How can we trust anything he says?,0
93KzoHTS,One word POLIO.  If it wasn't for vaccines we wouldn't be here today with POLIO.  Does anyone know any history anymore or are we really that stupid as a nation?,0
47NZZItG,Jiminy is right.😊👍,1
m9ftCgsr,"Nov 29, 08:09 to 08:19 (Meditation)",1
PgbUZ0c2,Rest in peace bro . He is always with you my G . I dont know you but i do know that he is very proud of the person youve become !!!,1
UsA9TABL,I get all my facts from CNN and Jake Tap.....   LOL,0
Ry1a0XlH,this is the best music for when i do my homework,1
j2L48uGy,Gibberish!,0
A9ftyHc1,Cassidy is ridiculous dodging the question about calling out RFK Jr being a danger to all Americans. He just says it's important to focus on health care. Disgraceful. Cassidy should be telling people that RFK Jr LIED directly to his face and is actually harming the American people.,0
ul4Vm3bI,Lol 1000 or 2000 if you are someone that gets regular care thats nothing,0
bQgYrucB,"I used to read the CDC website. NOT ANYMORE and not until our current ""health secretary"" is out of office! Why would I TRUST the CDC website while RFK Jr is sending such a twisted message about vaccines and many other peer reviewed medical treatments? 

Hearing the Republicans do an about face and act like they all of a sudden care about their constituents is seriously shocking and very, very low, especially after they refused to work with the minority party to do THE VERY SAME THING. This BS about HSA deposits to ""cover the deductible"" is also BS. Have you seen the new deductibles? I have and 1 or 2k dropped in an HSA is going to do fuck all to help cover a 12k out of pocket cost for someone who earns less than 60k a year. They have to spend 12,000.00 BEFORE insurance will pay a dime. What is 1 or 2 k going to do for those folks? They will have and pay for, USELESS insurance policies that will make even more $ for the insurance companies because the people paying for these garbage policies will be stuck paying or lose insurance entirely. Also, an HSA doesn't give the patient more control over what procedures you get. That's another lie. The insurance company still determines whether or not all HSA spending your $ on is ALLOWABLE based upon the insurance companies policies.

They do not care about the American people. They care about the PERCEPTION of the American people to NOT see through their lies and half truths and to swallow down whole, anything that they now say is the truth.",0
yGzl1bEX,🙂‍↕️,1
Ab29wOWa,Dobranoc z polski,1
9eCAYSJ4,He doesn’t have a problem running down Democrats when he disagrees with them but can’t criticize anyone in the Trump administration.,0
ZkxQdFJj,i from🇩🇰 i Love you😀😃😄😁😆🥹😍🥰😘😞😮‍💨👌,1
WCwuvo8o,Just 5 minute long video on my channel has better music then this which stop overthinking and reduce stress 😉,1
gE64nOcK,TRUMP JUST TOOK THE JAB. AGAIN,0
gG2SJ0tU,"How on earth can a physician dismiss as ""politics"" or tittle-tattle something as seriously dangerous as having someone in charge of US healthcare who is damaging the foundation of our entire system?  It seems that being a senator is more important to him than being a responsible physician.  Frankly, he should be removed from both positions, as he has broken his vows to both.",0
DgdxFym6,"Tapper needs show more courage by pushing for actual, substantial answers. Instead, he cowers.",0
AP905TmY,"I always wondered... did Donald Trump ever meet Jack Cassidy? I guess Jack was about 20 years older. If he did meet him, I would love to hear any story he might have! Jack was an incredible man, and actor.",0
ZiVziqWo,THE WORLD IS BEAUTIFUL,1
2ts2LY5k,What?,1
78NytnC1,so relaxing,1
Z1VQvMzT,Bull shit.!!!!!,0
SHssIRWS,"All senators who voted for RFK, should be kicked out of Congress.",0
0mWmw21h,My sister is causing all my stress and dark thoughts so I hope she goes,1
szvPUDak,Gg,1
HbQGPI0y,I hope every parent of the dead kids take RFK Jr to civil court and sue the shit out of him,0
iRHAK9Pm,Me i am one month till christmas🎉🎉,1
FENhFLCZ,"“Vaccines are safe” for some. Tell this to the parents of healthy children who are injured AFTER vaccination. As a physician, NOTHING is safe. Medicine is NOT an exact science. Experimental scientists posing as ‘Doctors’ are betraying people by misleading them into gender ideology and body mutilation.",0
6BrWGeaj,5:01 nooooooooooooooooooooooo 5:26,1
ucdlCb2y,OMG senator Rick Scott was part of the biggest American health care scandal !!!! He stole money and got away with it.  So this so called doctor is endorsing the 1 guy who did more to hurt Americans health care than any other official Haha 1997 he defrauded Medicare and Cade for millions and got away with it. Google it. They're all corrupt!,0
jq5D5Duu,ฟังแล้วทำไมรู้สึก เศร้า อ้างว้าง เหงา และ โดดเดี่ยว,1
92ix4Aja,"If this health plan  is so great and was created so quickly, why was it not done in trumps first term or there after?  trump has always been against anything with Obama's name attached to it.  They did not have a plan back then and I doubt if there is a reliable plan now!!!",0
VY46cmne,4,1
8crTww1x,"Tapper is a fool and a pontificating, judgemental scold as opposed to a journalist. CNN get rid of this complaining gossiping old woman.",0
x9MfYUoy,Hi,1
wKPTQX4n,"Bill Cassidy's Kitchen Table Priority List:
1.My political career.
2-36 .......
37. American Lives.",0
XHNV783K,"8 november 2025, 02:47 am",1
f2INEkyR,So tried....listening to this to stop all bad moments.🐱,1
c30ZLInm,I dont sleep at 3:00 😢,1
OxOiMJV9,"He’s a “fkn idiot” as my grandpa used to say, just like every other epstein accomplice in the trump administration.",0
SUrCATzM,So he lied under oath who is gonna prosecute him?,0
0VWJYaPw,This is for the wealthy am looking for the poor people like me,1
XFGSS3E6,"Bill Cassidy and Jake Tapper would do anything to censor future microbiota-gut-brain research related to vaccine injury. 
https://www.youtube.com/watch?v=CgSzvWk10II&t=1050s",0
AMi1qADB,India se kon kon h❤😊,1
f3ymBRP3,We should stop giving republicans a channel to disagree with the admin. We should force them to do it on their own silo’d networks like fox. That audience needs to hear this.,0
eYEcfOGu,"Your Lot are Not Credible PERIOD ,, FINISHED",0
1ZRZUZvV,Shifty doublespeak by Cassidy about RFK. Big surprise. Willful Delusion dude. Resign or do your job.,0
92Pfz1sl,As a medical professional I no longer care that Cassidy is a doctor. He is still the moron responsible.,0
FiKHMTim,"Oh, hey, he just admitted that Republicans are all against good health.  Republicans changed the insurance policies!  You dip, Cassidy!  You people are so full of CRAP!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0
aJbYU7X6,no polska tak nie jekie angielskie,1
YIeyvGDU,I’m am in November 🎉,1
zSSsIYbT,"The family of Porter Bridges was awarded $20 million by the vaccine court for you know what......
https://youtu.be/PdTVAF4lobQ?si=amlJrnkpKSMTD0IM",0
kB3ZP6Ru,he keeps saying he agrees with trump and stands with vaccines and that he’ll “leave it at that” but voted for a jackass who stands against vaccines. spineless doc,0
X9BMthgU,Vabtei obak lage eto crore manush sudhu matro valo ghum R stress relief er somosya ache amar moto😟,1
UHJ74k1h,Who watch it in 2025,1
sQCHZQKN,pr,1
wQOX7iuI,"Hey there. We may never meet, but if you’re reading this, take it as a sign—you’re stronger than you think. Life gets heavy sometimes, but remember, you’ve made it this far. That’s no small thing. 💪

Whatever you’re facing, you have the power to overcome it. You’re not alone, and better days are coming. Believe in yourself, because I believe in you. 🌟

Take a deep breath, keep going. Sweet dreams.",1
jAiFsZg5,Beautiful words.Thank you!💗🙏,1
2R7RRXYu,What an idiot,0
HAvg5dF7,"guys look, today may have been the day you were expecting, or maybe it was, but just know that tomorrow will lead to a better life. cheers from puerto rico 2025",1
XlJ0Quec,Amen!🙏,1
YIAL1mNw,Ilove that music 😊,1
p8NLEL7b,Why can't this spineless coward actually denounce the brainworm?,0
gzt8oqek,Wow,1
wxgxMjJ3,"DID HE LIE TO YOU??????????

PS. It’s asterisk, Cassidy. Not asterix.",0
IajvcdGr,❤,1
SjcmnIU1,Cassidy should lose his medical license for violating his Hippocratic oath and putting politics over people’s health!,0
0rvEwjZY,"Tuesday, November 11, 2025 at 9:58 pm",1
9uAI2gb3,تفنيص,1
TGWS0ms3,Fuck you! Improve the ACA. Liars and grifters.,0
qB35aAwe,I hope they kept a copy of the original correct website under Biden!,0
Glpi1CRs,I find it funny that the Republicans keep bringing up health savings accounts. They say people will be able to pay for the medical care out of them which is true. But I don't believe you can pay your premiums from it so you're still going to have to deal with high premiums regardless.,0
TWswcWG4,Thank u for this relaxing music I really love it 14:30,1
1uBBdZYm,"And as a doctor, Cassidy should never be allowed to practise.",0
reb2YHKx,Hi,1
tWzM4XOR,"I close my eyes, and it feels like I’m flying above all my worries. Beautiful piece!",1
mYJTSWE5,Any one here december 2025?🥳🎉,1
LG0jiM5S,How would anyone take any plan this clown puts forward ? He is as unserious as it comes. Joke. Vote him out,0
8DXzZC5w,"Can I sleep while listening to this? Or do you suggest I listen the dream video you've uploaded? Which one do u recommend for a sound sleep? I get panic attacks amidst dreams.. It scares me to fall asleep.. But, just a few months back, I could sleep all day.. Something is happening.. Feels like something is changing.. Coming back to the point, hehehe, which video should I listen to for a sound peaceful sleep?",1
jVV8e9Y8,"""He lied to me, but I'm such a dmb mfkr and i'll do whatever orange daddy tells me to do.""",0
D4Qnv6ON,Just another loop...Do you call this a musical composition?,1
1EzTnyG8,"Answer the question, Cassidy! You're telling people not to be misled--so you're admitting that the CDC under RFKJ is misleading the public!  It cannot stand! Remove him from office now. He is violating his duty to the American people.",0
7GTB5Ng5,"490,000,000 views is unbelievable!",1
NiqkOCl2, @SumonKumarBiswas-j9p  yes,1
S18aUdLF,"And he believed him? C'mon people. No matter what happens, these Trump sycophants will say and do anything to gain and keep power.",0
4qxwuPxD,IN THE MEMBRANE,0
Yfo6kkuv,"Don't know if someone is reading this, but if you are: it doesn't matter where you are right now on this planet, I wish you a wonderful day and a happy, peaceful life where all your dreams come true. You are amazing and beautiful! I believe in you! 🌿",1
oqQkpN24,"Democrats: “believe the science”.

Also Dems: “men can get pregnant”. 🫄",0
ocIoiPQp,We have an loon in charge of America's health! RFK is going to cause even more people to not get vaccinated which means more deaths! This administration is horrendous!,0
MiF3ZVeh,If you ever thought that the French Army were cheese eating surrender monkeys ?  Meet Senator Cassidy.  from the slime part of the biological family tree.,0
4fPsPbLk,Can I get a hi from everyone please,1
w1Qpy5Al,Relaxing portion ❤,1
wgYwSoX8,"Hello from Friday November 14th, 2025....This weeks been long, im sure it has been for you too, but this sure hit the spot tonight to wipe my mind of all my troubles, hope you sleep well.",1
0RTEylc2,👣🐾  https://youtu.be/sqwV9l-U8ds?si=YYbZsvqWGK3wJqrK,0
n8GLSVDh,Guys who all are here in 2025 November,1
BpupNObt,Anyone here November 2025,1
CTvCGn2u,These Alpha waves are a game changer for deep work. My brain fog cleared right up.,1
jTpaIMy1,He is putting his political career above saving lives!,0
ocmw7wRc,Me,1
sgU041aZ,"That's a bunch of BS, i wouldn't be surprised if they threaten his life and his family, and that's why he said that. I will never trust doctors, i didn't know and I never will, they're all full of BS. Just like the covid shot, give me a break and go screw off",0
Q44jBYut,waw,1
XZjTheiv,"I don't know what should I do in my life why I am like this 
Strong how I be
But
I am hurted , deeply hurted,in immense pain, hopeless,no where 😭😭😭",1
ISBq41ut,thx....,1
LCuciTVR,🇹🇼,1
jH2OfWSm,Cassidy knows this is his fault and the only way he can fix this is to file articles of impeachment to RFK Jr for lying to the Senate.,0
2Z7nFDa2,"Sen. Cassidy, you voted to allow a known, by you, kook to be in charge of this country's health care. You are just as culpable as he is for every child's death due to being unvaccinated.",0
Ld2CO5rL,Vaccines are not safe.,0
4FxdWF4e,"You're misinterpreting the data. If 2% of people in an unvaccinated control group contract COVID-19 and only 0.4% in the vaccinated group, the absolute risk reduction is 1.6 percentage points (2% - 0.4% = 1.6%). The relative risk reduction would be significantly higher in this case (e.g., 80%).",0
YnxW3Ye1,:face-red-heart-shape:,1
dls6nqOh,"Repeat again and again, this doctor repulbican either worried or scared to use his voice , power and most imprtant life saving knowledge to correct  and/or condemn the CDC leader for giving false informationS to force people to believe his lies.
People die because 
of your irresponsibity and the CDC guy Kennedy. You guys are having blood on your hands now and counting on.😢😢😢😢😢😢😢😢😢😢",0
ESC4hgWN,"Most chill sleep paralysis experience I ever had, thanks 😉",1
vJAekFSD,"Anyone here November 2026?

That would be impressive",1
ByEqVdlA,The amount of money this chanel generates must be INSANE,1
aeBtPDCq,I hate the piano part,1
iu229a1g,me,1
XW5dNfmj,"After casting that deciding vote . . . how ""Dr."" Cassidy can face himself in the mirror every day is a fair question.  He is a good MAGA fascist banana Republican.  Physician?  He has willfully violated his Hippocratic Oath!",0
jWHtKgEl,the rhetorical lengths cassidy is going to in order to NOT address the simple question posed to him is very troublesome. dude doesn't want to be caught on camera admitting he was a damned fool to give a snake oil salesman and medical charlatan with no professional background in medicine the green light to head the CDC. goes against every principle for which himself stands as a doctor. gross. this whole administration and its legislative arm in both congress and the senate are absolutely gross.,0
43FtjYsv,"ما أجمل نعمة الإسلام (في الإسلام لا حاجة لهكذا أشياء ) قراءة المعوذات كافية اللهم ان نحمدك و نستعينك و نستهديك 
سبحان الله والحمد الله و الله أكبر 
من قرأ تعليقي رجاءً دعاء من فضلك ❤",1
Vd0VP6k9,"I'm not a physician. I use the CDC website, as do many others I know. I travel, I use it for travel warnings. I use it to see what sorts of diseases are becoming more prevalent. And I review recommendations for vacinations, including for myself.",0
LrHzPSsk,Here I Am ❤❤❤,1
WNMcoOeX,Anyone here November 2025?,1
6IzTcW0S,"Use gun , not syringe , on this moron",0
CsS8JJ1e,Wow ..  great ❤❤❤❤,1
GGHvapgD,"I'm not married to the ACA, but these knuckleheads had over a decade to come up with a sensible alternative and they haven't done jack squat and now they're scrambling 5 weeks before subsidies expire to try and cobble together something.  They say they want this or they want that, but their voting records show all they want is to dismantle what's already there and bring us back to the days of pre-existing conditions and high risk insurance pools.  The bottom line is that America functions better when more people have access to affordable healthcare and unaffordable health insurance is just going to lead to more people dropping their insurance which raises costs for the rest of us, more sick people on the streets and spreading it to others, and uninsured people not getting healthcare and potentially unnecessarily dying.",0
6uSCtQ0G,This makes me want to cry. 😞😢,1
HQU9Ayzk,Cudna muzyka ❤,1
KYZmJ429,"Bronze = higher deductible,less coverage.",0
61ADN5f2,No backbone. He can't even stand for facts.,0
v1ilhpDs,You voted for a nut job. What did you expect.,0
jOe6QCMZ,Wakacje na Majorka,1
xFtJjuE2,How do you make America healthy?  You don't brainlessly cling to empty phrases and bs.   You don't vote for a clearly derange human being with a known penchant for unhealthy lies about medicine and vaccines.,0
NVb5ih9i,100% safe is just false advertising. If it were 100% safe then no one would be getting adverse effects from it or even dying from it.,0
XAqmKpoQ,"RFK Jr just changed CDC to Competency Difficiency Center.
Just stick with your doctors for medical advice and opinions folks. No one working for Trump is competent with anything.",0
co0rfDtm,He’s right I don’t even have healthcare,0
m2w9Zt6p,"Just another disgrace of a Senator, forgot about the Hippocrates oath and confirmed a buffoon",0
AZJSjJ0R,"Sen Cassidy answer me this. Ths admin and RFK says vaccines cause autism but they also say tyronol causes autism. So which is it ?
Is it vaccines or tyronol?  It cant be both as tyronol is not a vaccine.  How about neither cause autism. Also if God exists he made autism so why are we trying to stop gods plan ?",0
KGzJi4yO,Bill Cassidy is a traitor to the medical profession and to the human race for allowing RFK Jr to get confirmed.,0
1mBYXCrb,November 11:11,1
ADaWz9vv,Has anyone fallen asleep listening to this song?,1
ia9Yp5XQ,I use to wach this when I was like 5,1
Qlp1sgqG,Any one here November 2025?,1
6RCvmciU,Any onr here November 2025?,1
TrETtEsz,Cassidy is a grotesque person.  He just dismissed the essay of a dying Kennedy .  And his health plan is a  nothing burger concept. This guy is not a doctor. He is  complicit in murder of kids. Maga and Republicans are evil. Evil cruel lying corrupt people who worship evil and money only. Otherwise why would anyone be ok with any of this ???,0
wkpBL5Eq,Blah blah blah. IMPEACH KENNEDY! Universal health care for all citizens! Listen to BERNIE!!!,0
QiCWrldk,He picked party over country and his oath as a doctor. He has no accountability whatsoever.,0
0JDs8BpX,Glad you're not my doctor!,0
hS2TIjOP,Where’s my lightworkers at in November 2025! ❤,1
Ll9jDHer,Hello,1
prAjWh6C,CALM NICE STRESS GONE PERFET FOR ME ..],1
zvbt5THT,I'm going through a very painful year. But I never dreamed like that. Health is more important to a person than anything else. Just know the value of your health. Stay away from people who are trying to take your health away from you. 2025 has shown me what is the most important thing in life. I'm in a tough spot but everything will be fine. Hopefully one day I'll be able to read this book with a smile on my face. And I'll tell you how strong I am. The painful days are gone. ❤❤,1
AtsNuzMX,Who else is watching this in 2025? ??,1
L8ZP2Gug,Anyone here as of 2025 ??,1
YgLaHmiZ,Stop listening to anything the CDC says until after 2028.,0
yUrPU38Y,Measles wasn’t on the rise until anti vaccine morons started refusing MMR shots for their kids.,0
lz07uJvz,November 2025,1
VoMsk4gh, @Msasdrl  lol,1
g89Cf6Qb,You have to lie to work for trump,0
Abw0f7MC,"Today marks 3 years since my father became a star. I'm trying to sleep, only these videos can help me relax.",1
uaLlWToy,"People Not getting Vaccinated is a huge worldwide problem,this sentiment about giving vaccinations a bad name is also seen here in Europe, Religious motives is a big one, it really matters what the minister of Health says with you or here, diseases spread we all travel around the world,people getting preventable sick or even die😔thank you for adressing😘",0
7iGVOSct,"Bring back Rachel Levine 
Bwahahahaha 
How embarrassing for democrats",0
uW1H3s5g,Cassidy has no credibility.  Why even have him on the show???  Why give him a platform.,0
ZWVwVcs5,My neet exam is on the way I wish admin give a wishes by liking comment,1
rvjk6dMy,Welcome to Louisiana politicians 😢. Double talk.,0
ZQQ7w61P,This video was fun and informative.,1
GkWZUoFy,"His position is just untenable

And to think éthat MAGA were upset that the DEM supported obstinately the ageing Biden!!?
Against all logic

But nothing to the shameful acrobatic these guys have to go through
day in, day out
With a slew of reality defying harmful lies",0
6v0ZWPRj,"What gets me, yes, I think his policy sounds good, why didn’t he suggest it years ago to Obama or Biden? I’m sure if it is better they would have accepted it, but he didn’t want them to look good, now, it makes trump look good. What a coward",0
cA33dJ1L,"People- children- will die, Bill. Trump undermined the Hep B vaccine as though he were a doctor. This is your legacy",0
0W7wuQik,xd,1
8s3M35RH,If vaccines are safe then why did my son develop asburgers after vaccination? He did show any signs until after 4......,0
IXnUQaYW,My mother is in ICU right now and I'm playing this to calm her spirit.,1
WXXUt90Q,Just a few minutes of relaxing music can calm the heart and lighten the mind—it's a remedy that needs no prescription.,1
SJlvGWX6,Rest in Peace Dad 🙏,1
cLEKSkl2,Super relax music🗿,1
QvKNcnLt,"Pathetically Insane Incompetence , pass a comprehensive health care bill pronto and impeach Trump and entire GOP  Criminally Insane entire ADMIN ,CORRUPTION & QUACKERY including QUACK CASSIDY",0
m9JfIY7y,If vaccines are safe then why do vaccine manufacturers need immunity from liability?,0
RzHMNEwQ,"Mmmmmhhhh very relaxing this, I know this sleep is going to be very sweet, I send you all my love from the Netherlands :)",1
LmJQg8cM,Bill Cassidy is a clear-cut example of what's wrong with the US. There is no excuse.,0
rN1XwZks,I need to make sure I let Trump's petty vindictive ass know I'm still in the maga cult😮 Pathetic 😮😢,0
O4tIxhJc,"A bunch of ignorant uneducated racists running the country and none of them are actual physicians, it's sickening",0
MOuLEeAj,Vaccine related Brain Fog and dementia.,0
dusvgRDo,This is why all these old white men need to retire or get voted out!!!,0
h330haID,Here's a video from Canada (CBC) that should have gone viral when it first came out but I think it was buried by main stream media in the USA . I'm resurrecting it to show how the corruption of RFK Jr. and his allies is deep and poses a threat to all Americans.  Capitalism at it's worst.  --  CBC News  --  Anti-vaxxers exposed: Hidden camera investigation (Marketplace)  ---  https://www.youtube.com/watch?v=V522Hs8E6NU  (21:37  minutes) It's well worth watching.,0
61ppxwpP,I had a delightful nap to this music,1
oKbyR3AN,"The Senator refuses to be accountable for his actions, shameful",0
poig5OaU,This made my whole day  thank you!,1
qtFkpccP,Billy got his phd at trump university .,0
mTi6y3Mj,If Republicans would pass Universal healthcare we would be a much healthier nation!! That is a ridiculous plan to send money to people to buy there own healthcare y’all know it is incredibly hard for individuals to shop for their own healthcare plans and if the pre existing conditions clause is removed!!,0
RsW2sSsL,I probably listen to this a million times! It’s really relaxes me.,1
nTQwnbBt,"So, Cassidy is saying just ignore the CDC and nutcase, RFK Jr.",0
nOLD7gwD,"If you are visiting in November, 2025, remain blessed🙏🫶🏼",1
fmRhk0eA,enter here to find your peace,1
fa7sVkkd,"Sleepy✖
Song Really emotional✔",1
GNs4fOVr,https://youtu.be/RFmhqe9hND8?si=DuwPIcISgfz9B3Cy,0
w6k3Gf16,Me,1
HlmRJtiz,He didn’t lie - studies are still being done! Shane on you all for not doing science!!!,0
tbcV03Gx,Speaking as a physician!!! He put his personal interest ahead of his patients and constituents. He is a disgrace to his profession and should be stripped of his license,0
y7tWF0FQ,"To the one reading this in the dark, in bed, in tears, in silence — you made it through today. That’s enough. Let this music soothe the noise in your mind. Sleep well. You did your best.",1
0u40SJZh,Any one here Nov.26,1
XFhhtKym,"https://youtu.be/39LfHN8tPVE?si=jOtDlOtBKv43Lt1N

https://youtu.be/9PZznzWAapA?si=SK-MjegLW-JVt7NZ

https://youtu.be/xzSsxs2zhyI?si=s1SVYEbUxo9aEaTy

🌿https://youtu.be/crhWgnN9aZY?si=oeFXy82E1cKWFMqO

incienso y mirra",0
7tRmVGGH,You speak as a physician but you need to speak as a senator.,0
KF3WqrEm,Another spineless Republican who are to blame for Americas problems!,0
Curo1kR4,Anyone here November 2025?,1
ynWUdAEz,"lol I’m never getting health insurance again. We need to end all insurance industries, all for profit healthcare leaches, and creating government funded unions in industries that our society needs. Until you do that you’ll just have young people giving up on America completely. Or the shitty ones who rise to the top while pushing the rest into the mud. That number is quickly getting outnumbered 1000 to one. Eventually we’ll be stringing you up like an ornament.",0
LL9cyhWY,Vaccines are most definitely not very safe at all. Alot of people have serious health issues today and have lost their lives from that dumb covid vaccine,0
twfwCkyd,Be sure,1
xfEEyN9k,Great relaxing music. Has really helped me sleep the last couple of weeks. Nov 25,1
PdcWFpiV,"Does anyone hears creepy, meow song?",1
X0O0kNC9,Me,1
